"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2200000;"POMORSKIE";"styczeń";"ryż - za 1kg";"cena";"2014";3,85;"zł";"";
2200000;"POMORSKIE";"styczeń";"bułka pszenna - za 50g";"cena";"2014";0,44;"zł";"";
2200000;"POMORSKIE";"styczeń";"chleb pszenno-żytni - za 0,5kg";"cena";"2014";2,17;"zł";"";
2200000;"POMORSKIE";"styczeń";"mąka pszenna - za 1kg";"cena";"2014";2,64;"zł";"";
2200000;"POMORSKIE";"styczeń";"kasza jęczmienna - za 0,5kg";"cena";"2014";2,43;"zł";"";
2200000;"POMORSKIE";"styczeń";"mięso wołowe z kością (rostbef) - za 1kg";"cena";"2014";28,26;"zł";"";
2200000;"POMORSKIE";"styczeń";"mięso wołowe bez kości (z udźca) - za 1 kg";"cena";"2014";39,78;"zł";"";
2200000;"POMORSKIE";"styczeń";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2014";15,89;"zł";"";
2200000;"POMORSKIE";"styczeń";"kurczęta patroszone - za 1kg";"cena";"2014";7,10;"zł";"";
2200000;"POMORSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";26,06;"zł";"";
2200000;"POMORSKIE";"styczeń";"kiełbasa suszona - za 1kg";"cena";"2014";30,94;"zł";"";
2200000;"POMORSKIE";"styczeń";"kiełbasa wędzona - za 1kg";"cena";"2014";16,51;"zł";"";
2200000;"POMORSKIE";"styczeń";"filety z morszczuka mrożone - za 1kg";"cena";"2014";20,29;"zł";"";
2200000;"POMORSKIE";"styczeń";"karp świeży - za 1kg";"cena";"2014";15,12;"zł";"";
2200000;"POMORSKIE";"styczeń";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2014";2,77;"zł";"";
2200000;"POMORSKIE";"styczeń";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2014";2,63;"zł";"";
2200000;"POMORSKIE";"styczeń";"ser twarogowy półtłusty - za 1kg";"cena";"2014";13,05;"zł";"";
2200000;"POMORSKIE";"styczeń";"ser dojrzewający - za 1kg";"cena";"2014";21,23;"zł";"";
2200000;"POMORSKIE";"styczeń";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2014";0,00;"zł";"";
2200000;"POMORSKIE";"styczeń";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,83;"zł";"";
2200000;"POMORSKIE";"styczeń";"jaja kurze świeże - za 1szt";"cena";"2014";0,56;"zł";"";
2200000;"POMORSKIE";"styczeń";"masło świeże o zawartości tłuszczu ok. 82,5% - za 200 g";"cena";"2014";4,93;"zł";"";
2200000;"POMORSKIE";"styczeń";"margaryna - za 400 g";"cena";"2014";3,83;"zł";"";
2200000;"POMORSKIE";"styczeń";"olej rzepakowy produkcji krajowej - za 1l";"cena";"2014";6,85;"zł";"";
2200000;"POMORSKIE";"styczeń";"jabłka - za 1kg";"cena";"2014";3,02;"zł";"";
2200000;"POMORSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2014";5,07;"zł";"";
2200000;"POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2014";5,68;"zł";"";
2200000;"POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2014";1,78;"zł";"";
2200000;"POMORSKIE";"styczeń";"cebula - za 1 kg";"cena";"2014";2,40;"zł";"";
2200000;"POMORSKIE";"styczeń";"ziemniaki - za 1 kg";"cena";"2014";1,47;"zł";"";
2200000;"POMORSKIE";"styczeń";"cukier biały kryształ - za 1kg";"cena";"2014";3,06;"zł";"";
2200000;"POMORSKIE";"styczeń";"czekolada mleczna - za 100g";"cena";"2014";3,31;"zł";"";
2200000;"POMORSKIE";"styczeń";"kawa naturalna mielona - za 250g";"cena";"2014";6,62;"zł";"";
2200000;"POMORSKIE";"styczeń";"herbata czarna, liściasta - za 100g";"cena";"2014";3,56;"zł";"";
2200000;"POMORSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2014";3,63;"zł";"";
2200000;"POMORSKIE";"styczeń";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,91;"zł";"";
2200000;"POMORSKIE";"styczeń";"papierosy - za 20szt.";"cena";"2014";12,30;"zł";"";
2200000;"POMORSKIE";"styczeń";"garnitur męski 2-częściowy z elanowełny - za 1kpl.";"cena";"2014";410,77;"zł";"";
2200000;"POMORSKIE";"styczeń";"koszula męska z elanobawełny, długi rękaw";"cena";"2014";99,61;"zł";"";
2200000;"POMORSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";26,06;"zł";"";
2200000;"POMORSKIE";"styczeń";"rajstopy damskie gładkie, 15 den";"cena";"2014";6,75;"zł";"";
2200000;"POMORSKIE";"styczeń";"spodnie (6-11 lat) z tkaniny typu jeans";"cena";"2014";67,68;"zł";"";
2200000;"POMORSKIE";"styczeń";"oczyszczenie chemiczne garnituru męskiego 2-częściowego - za 1kpl";"cena";"2014";35,90;"zł";"";
2200000;"POMORSKIE";"styczeń";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";167,54;"zł";"";
2200000;"POMORSKIE";"styczeń";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";141,00;"zł";"";
2200000;"POMORSKIE";"styczeń";"podzelowanie obuwia męskiego - za 1parę";"cena";"2014";49,38;"zł";"";
2200000;"POMORSKIE";"styczeń";"bateria zlewozmywakowa";"cena";"2014";137,51;"zł";"";
2200000;"POMORSKIE";"styczeń";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";3,15;"zł";"";
2200000;"POMORSKIE";"styczeń";"centralne ogrzewanie lokali mieszkalnych - za 1 m2 p u";"cena";"2014";3,86;"zł";"";
2200000;"POMORSKIE";"styczeń";"węgiel kamienny - za 1t";"cena";"2014";802,39;"zł";"";
2200000;"POMORSKIE";"styczeń";"ciepła woda - za 1m3";"cena";"2014";20,69;"zł";"";
2200000;"POMORSKIE";"styczeń";"firanka syntetyczna, szer. 300 cm - za 1 m";"cena";"2014";27,02;"zł";"";
2200000;"POMORSKIE";"styczeń";"ręcznik frotté z tkaniny bawełnianej, wym. 50x100 cm";"cena";"2014";20,41;"zł";"";
2200000;"POMORSKIE";"styczeń";"mikser elektryczny";"cena";"2014";154,54;"zł";"";
2200000;"POMORSKIE";"styczeń";"kuchnia mikrofalowa, poj. 16-20 l";"cena";"2014";332,51;"zł";"";
2200000;"POMORSKIE";"styczeń";"talerz głęboki porcelanowy o średnicy 22-24 cm, dekorowany";"cena";"2014";15,57;"zł";"";
2200000;"POMORSKIE";"styczeń";"proszek do prania - za 400g";"cena";"2014";4,50;"zł";"";
2200000;"POMORSKIE";"styczeń";"wizyta u lekarza specjalisty";"cena";"2014";80,77;"zł";"";
2200000;"POMORSKIE";"styczeń";"benzyna silnikowa bezołowiowa, 95-oktanowa - za 1l";"cena";"2014";5,20;"zł";"";
2200000;"POMORSKIE";"styczeń";"olej napędowy - za 1l";"cena";"2014";5,32;"zł";"";
2200000;"POMORSKIE";"styczeń";"bilet normalny na przejazd autobusem miejskim, jednorazowy";"cena";"2014";2,58;"zł";"";
2200000;"POMORSKIE";"styczeń";"przejazd taksówką osobową, taryfa dzienna - za 5km";"cena";"2014";17,33;"zł";"";
2200000;"POMORSKIE";"styczeń";"odtwarzacz DVD";"cena";"2014";183,82;"zł";"";
2200000;"POMORSKIE";"styczeń";"bilet do kina";"cena";"2014";19,00;"zł";"";
2200000;"POMORSKIE";"styczeń";"gazeta - dziennik lokalny";"cena";"2014";2,04;"zł";"";
2200000;"POMORSKIE";"styczeń";"strzyżenie włosów męskich";"cena";"2014";17,92;"zł";"";
2200000;"POMORSKIE";"styczeń";"mydło toaletowe - za 100g";"cena";"2014";1,91;"zł";"";
2200000;"POMORSKIE";"styczeń";"pasta do zębów - za 100 ml";"cena";"2014";7,34;"zł";"";
2200000;"POMORSKIE";"styczeń";"wywóz śmieci segregowanych w budynkach wielorodzinnych - opłata od osoby";"cena";"2014";10,78;"zł";"";
2200000;"POMORSKIE";"styczeń";"wywóz śmieci niesegregowanych w budynkach wielorodzinnych -opłata od osoby";"cena";"2014";15,47;"zł";"";
2200000;"POMORSKIE";"luty";"ryż - za 1kg";"cena";"2014";3,85;"zł";"";
2200000;"POMORSKIE";"luty";"bułka pszenna - za 50g";"cena";"2014";0,44;"zł";"";
2200000;"POMORSKIE";"luty";"chleb pszenno-żytni - za 0,5kg";"cena";"2014";2,17;"zł";"";
2200000;"POMORSKIE";"luty";"mąka pszenna - za 1kg";"cena";"2014";2,62;"zł";"";
2200000;"POMORSKIE";"luty";"kasza jęczmienna - za 0,5kg";"cena";"2014";2,39;"zł";"";
2200000;"POMORSKIE";"luty";"mięso wołowe z kością (rostbef) - za 1kg";"cena";"2014";28,11;"zł";"";
2200000;"POMORSKIE";"luty";"mięso wołowe bez kości (z udźca) - za 1 kg";"cena";"2014";39,50;"zł";"";
2200000;"POMORSKIE";"luty";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2014";15,73;"zł";"";
2200000;"POMORSKIE";"luty";"kurczęta patroszone - za 1kg";"cena";"2014";7,26;"zł";"";
2200000;"POMORSKIE";"luty";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,99;"zł";"";
2200000;"POMORSKIE";"luty";"kiełbasa suszona - za 1kg";"cena";"2014";30,94;"zł";"";
2200000;"POMORSKIE";"luty";"kiełbasa wędzona - za 1kg";"cena";"2014";16,51;"zł";"";
2200000;"POMORSKIE";"luty";"filety z morszczuka mrożone - za 1kg";"cena";"2014";20,29;"zł";"";
